text	url	keep	topics	sentiments	topics2	sentiments2	api_sentiment
Belfast, King Richard, Dune, CODA, and Tick Tick Boom! were the contenders that really dominated here. https://t.co/fGo0rjBbE5	https://twitter.com/i/web/status/1466473290327863300	1	media	p			o
Here’s a roundup of the month’s most noteworthy movies and TV shows, as covered by The Wall Street Journal’s critics https://t.co/sVf9gdERDE	https://twitter.com/i/web/status/1466470984622485519	1	media	p			n
Jon Bernthal Talks ‘King Richard,’ How To Reboot ‘The Punisher’ &amp; What Makes A Great Coach [The Fourth Wall Podcast] https://t.co/y1ZrAQ4UWW https://t.co/vw9M955ipj	https://twitter.com/i/web/status/1466468239156858887	1	media	o			p
“I Ran in the Room and Cried”: King Richard Actor Details Her First Meeting With Serena Williams https://t.co/72YRPOAtNa	https://twitter.com/i/web/status/1466468103848710149	1	media	o			o
LISTEN 🎧: @KingRichardFilm director Reinaldo Marcus Green on helming the @HBO  film and where he sees his career going from here https://t.co/KPrqsFhhRh	https://twitter.com/i/web/status/1466467742052200456	1	media	o			o
"The biopic ""King Richard"" follows the determination of Richard Williams to make his daughters tennis champions. With a clear vision and detailed plan, he writes them into history. What can we learn about King Richard’s formula? Join Dr. Randi at 8pm ET to find out! #ladynomics https://t.co/fkdNpywwrX"	https://twitter.com/i/web/status/1466467437684183049	1	media	o			p
WE ARE BACK! ... 🚨 !ESTA NOCHE A LAS 6 PM! 🚨 (Twitch/YouTube/FB Live) ... #Criticologos LIVE! … donde hablaremos de #RedNotice (Netflix) Movie Review, #GhostbustersAfterlife Movie Review, #KingRichard  Movie Review, &amp; New #SpiderManNoWayHome  Way Home” Movie Trailer. https://t.co/ypuyyzpnwD	https://twitter.com/i/web/status/1466460735760912390	1	media	o			o
How King Richard Star Jon Bernthal Brought Rick Macci to Life – The Hollywood Reporter. A really cool conversation I am honored and grateful. Thanks Brian.  https://t.co/v6jq4i59ix	https://twitter.com/i/web/status/1466899452451459077	1	media	p			p
#EntertainmentNews #FilmReview #KingRichard Film Review: It’s a family affair for Will Smith in King Richard https://t.co/1gSm7P1dMX	https://twitter.com/i/web/status/1466789859339554818	1	media	o			o
Seated for King Richard finally	https://twitter.com/i/web/status/1466910932416843782	1	not_watched	p			o
I think I’m going to go to the movies to see King Richard instead of watching at home ..	https://twitter.com/i/web/status/1466906775693795329	1	not_watched	o			o
I wanna watch King Richard so bad but I'm afraid it will unleash a new level of tiger parenting from me	https://twitter.com/i/web/status/1466905013129732097	1	not_watched	n			n
I got so many films I need to catch up on watching 😂😩 I’m gonna try and watch these by Monday   King Richard The French Dispatch  The House of Gucci Encanto	https://twitter.com/i/web/status/1466900229010202624	1	not_watched	p			o
I still haven’t seen King Richard	https://twitter.com/i/web/status/1466896611188125699	1	not_watched	o			o
Anyone seen King Richard yet? How many BM were made to look bad in the movie?	https://twitter.com/i/web/status/1466890578918920192	1	not_watched	n			n
I Wanna See The King Richard Movie I Know It’s Pure Gold	https://twitter.com/i/web/status/1466879958324817932	1	not_watched	p			o
Finna watch king Richard .	https://twitter.com/i/web/status/1466875212516020235	1	not_watched	p			o
Has anyone seen this yet? What did you think? https://t.co/COl9nHEp53	https://twitter.com/i/web/status/1466860082189066243	1	not_watched	o			o
I’m going to watch King Richard tonight.	https://twitter.com/i/web/status/1466852288509714441	1	not_watched	o			o
What did people think of King Richard?	https://twitter.com/i/web/status/1466846796613926927	1	not_watched	o			o
Fam wants me to go to the movies to watch king richard/house or Gucci … both movies ain’t worth watching at theaters. I could watch them on my fire stick	https://twitter.com/i/web/status/1466844906333380615	1	not_watched	n			n
i'll probably go and see king richard all alone idc	https://twitter.com/i/web/status/1466844162448310272	1	not_watched	n			n
Yes, but can I watch King Richard first? Then we can settle this https://t.co/9DJFBfwsJN	https://twitter.com/i/web/status/1466843326162903041	1	not_watched	o			p
Wings, wine, and King Richard tonight.	https://twitter.com/i/web/status/1466830025639014401	1	not_watched	p			o
do i quickly buy a sandwich and watch parallel mothers or treat myself to japanese food and see king richard	https://twitter.com/i/web/status/1466825178055385112	1	not_watched	o			p
Now watching #KingRichard https://t.co/m8GJvnF1ix	https://twitter.com/i/web/status/1466817751654141953	1	not_watched	o			o
I knew I should went to starlight to see King Richard yesterday ... now it’s gone 😢	https://twitter.com/i/web/status/1466813264009039875	1	not_watched	n			o
I have yet to see King Richard😫😕	https://twitter.com/i/web/status/1466812526507737090	1	not_watched	o			o
I’m going to watch king Richard next week 🙏🏽	https://twitter.com/i/web/status/1466790548094824450	1	not_watched	p			o
There is me and one other person in the screening!   Perfect for social distancing!   Lets learn a bit more about Venus and Serena Williams father    #kingrichard https://t.co/KLUuVYsFSB	https://twitter.com/i/web/status/1466778867423715331	1	not_watched	p			p
Bit disappointed i wasn't invited to the Premiere of King Richard but hey 🤭   Friday Tennis Watching at the Odeon    Ps. #whereisPengShuai https://t.co/NwcYf9leiO	https://twitter.com/i/web/status/1466774637090680838	1	not_watched	n			n
I wanna see King Richard - the story of Venus and Serena! looks so good.	https://twitter.com/i/web/status/1466772886434328576	1	not_watched	p			p
Watching #kingrichard	https://twitter.com/i/web/status/1466771710263406600	0	not_watched	o			o
Still have to see King Richard and wrap up Money heist between tonight and tomorrow.	https://twitter.com/i/web/status/1466757201805127684	1	not_watched	o			o
Might see King Richard and West Side Story since I got nothin else to use A-List tickets on til the 22nd	https://twitter.com/i/web/status/1466733190660247554	1	not_watched	p			o
So so keen to watch #KingRichard tonight. Expect to laugh and cry and be encouraged and feel emotional all in one go.	https://twitter.com/i/web/status/1466729968763912197	1	not_watched	p			p
I gotta watch that king Richard movie when I get home	https://twitter.com/i/web/status/1466728812457209857	1	not_watched	p			o
Morning Tweeps. Day off so going to the cinema to see #KingRichard - can't wait.	https://twitter.com/i/web/status/1466695421607260162	1	not_watched	p			o
King Richard would be a nice movie to begin my weekend with	https://twitter.com/i/web/status/1466692057402064897	1	not_watched	p			p
Together Together  The Green Knight Suicide Squad  Hadn't gotten to catch Spencer, King Richard, or Licorice Pizza just yet but my 3 picks are films that I'm still obsessing over 🤷🏽‍♂️ https://t.co/BbwwIHHxrp	https://twitter.com/i/web/status/1466671905507713026	1	not_watched	p			n
Finally able to sit down &amp; watch #KingRichard	https://twitter.com/i/web/status/1466607666516615168	1	not_watched	p			o
Everybody keep saying King Richard was good , we probably watch that tonight	https://twitter.com/i/web/status/1466602875061248001	1	not_watched	p			p
I want to watch King Richard tomorrow afternoon	https://twitter.com/i/web/status/1466600515538767878	1	not_watched	p			p
Can someone see king Richard with me? Pls.	https://twitter.com/i/web/status/1466599386301927427	1	not_watched	p			p
Seeing King Richard (the story of Venus and Serena Williams) with my parents and we’re the only ones in here 😂 https://t.co/cwYtaZzBaE	https://twitter.com/i/web/status/1466587904344424448	0	not_watched	o			o
I wanna see king richard	https://twitter.com/i/web/status/1466578349233516548	1	not_watched	p			o
Turning on King Richard…. https://t.co/8DxMpb5D8o	https://twitter.com/i/web/status/1466571621490167808	1	not_watched	p			o
House of Gucci or King Richard ?	https://twitter.com/i/web/status/1466570577443835905	1	not_watched	o			o
Finna def watch King Richard tonight	https://twitter.com/i/web/status/1466569826340524032	1	not_watched	p			o
Those who saw King Richard how would you rate it(out of 10)? Please RT for maximum reach	https://twitter.com/i/web/status/1466568364520787977	1	not_watched	o			p
Finally about to peep #KingRichard	https://twitter.com/i/web/status/1466566939841646602	1	not_watched	p			o
seated for #KingRichard  streamings https://t.co/Do1cUieJXz	https://twitter.com/i/web/status/1466557294200573953	1	not_watched	p			o
yoooo i wanna see king richard	https://twitter.com/i/web/status/1466552437817298944	1	not_watched	p			o
About to check out this King Richard movie.	https://twitter.com/i/web/status/1466548477903523840	1	not_watched	o			o
I'm at Century Theatre - @cinemark for King Richard in Union City, CA https://t.co/K9T8kj0b2r	https://twitter.com/i/web/status/1466548114165276672	1	not_watched	o			o
I been putting off watching king Richard and Hawkeye and tonight I'm watching King Richard dammit!	https://twitter.com/i/web/status/1466544806016942080	1	not_watched	p			o
Did y’all go watch King Richard? How was it? Should i go?	https://twitter.com/i/web/status/1466529661999992832	1	not_watched	o			o
I need to watch King Richard	https://twitter.com/i/web/status/1466516652753829888	1	not_watched	p			o
This whole weekend is me catching up on King Richard and Hawkeye clearly	https://twitter.com/i/web/status/1466498744409628677	1	not_watched	p			p
🚨I may as well put HBO Max+ on here and watch King Richard tonight https://t.co/sb7D5a6wrH	https://twitter.com/i/web/status/1466496506693832706	1	not_watched	p			p
Hey besties what should I watch tonight???   Ps. Ignore King Richard, House of Gucci and Spencer. I’m gonna see them soon in the theaters. https://t.co/VH38GyD55T	https://twitter.com/i/web/status/1466495929134026767	1	not_watched	o			n
Not a big movie person but I actually wanna see King Richard	https://twitter.com/i/web/status/1466490094030893064	1	not_watched	p			o
Finally seeing Belfast &amp; King Richard in theaters this week!! Power of the Dog is next to line up... 🎟️🎟️	https://twitter.com/i/web/status/1466484908474478592	1	not_watched	p			o
SEATED FOR KING RICHARD	https://twitter.com/i/web/status/1466483837974855680	1	not_watched	p			o
Finally watching King Richard	https://twitter.com/i/web/status/1466476512857763850	1	not_watched	p			o
My dumb ass keeps seeing king Richard and thinking of like the green knight or King Arthur or some British king 😂😂😂 but it’s Richard, father of two badass Queens! Sounds like a movie I’ll cry to later ❤️	https://twitter.com/i/web/status/1466472226560126987	1	not_watched	p			n
2021 movies i want to watch: 1. The Green Knight 2. The Last Duel 3. Belfast 4. The Power of The Dog 5. Spencer 6. King Richard 7. West Side Story 8. C'mon C'mon 9. The Humans 10. Licore Pizza 11. Pig 12. CODA 13. Mass 14. The French Dispact, and 15. Titane.	https://twitter.com/i/web/status/1466467856611164177	1	not_watched	p			p
need a nap now but we said we was gon go home and watch King Richard.   look like King Richard gon be watching me lmao	https://twitter.com/i/web/status/1466464346322657282	1	not_watched	p			p
Watching King Richard tonight. Kinda excited	https://twitter.com/i/web/status/1466459906714873860	1	not_watched	p			p
King Richard and Christmas shoppin until…	https://twitter.com/i/web/status/1466914829529145344	0	other	o			o
I’m about to manifest my man like King Richard manifested a tennis career for Venus and Serena.	https://twitter.com/i/web/status/1466912474670768128	0	other	o			p
King Richard (2021) https://t.co/647z3POlAJ	https://twitter.com/i/web/status/1466910187789422594	0	other	o			o
Hire our top experts to help you attain the top grades in your onlineclass.  #Statistics #Literature #Nursing #Biology  #Law #Physiology #Homework #KingRichard   #Essaydue #Termpaper #Calculus #Onlineclass #Dissertation #essaypay #Kuwait #UAE #DOHA #OMAN WhatsApp +1(786)706-1443 https://t.co/KnN6XxHrQM	https://twitter.com/i/web/status/1466902882972745733	0	other	o			p
Need Help? Kindly Dm for, #Biochem #Algebra #Statistics #English #Chemistry  #Accounting #Project #Finance #finals #Biology #javascript #100DaysOfCode #WomenWhoCode #programming #DataScience #python #mathlab #KingRichard  #USA #UK #UAE #KUWAIT #SAUDIARABIA #QATAR https://t.co/7jc6oz4zqC	https://twitter.com/i/web/status/1466901631673507848	0	other	o			p
Get help with; #psychology #history #chicagoessays  #MovieReview #caseStudy #Sociology #Nursing #essaypay #essaydue #essayhelp #Onlineclass #business #Philosophy #BookReview #psychology #Essays #KingRichard  #ZeroPlagiarism #USA #UAE #Kuwait #Australia #Qatar #SaudiArabia https://t.co/hjrGtFWcWk	https://twitter.com/i/web/status/1466901304081588227	0	other	o			p
House Of Gucci, Belfast, King Richard, Licorice Pizza and more https://t.co/VKcLoGadNF	https://twitter.com/i/web/status/1466900306302750721	0	other	o			o
[READ] King Richard III: Performed by Kenneth Branagh &amp; Cast (Classic Drama) &gt;&gt; https://t.co/AzcTtoIB1P https://t.co/RYOAP1kLOo	https://twitter.com/i/web/status/1466900223926554624	0	other	o			o
DM us for help in; #essaypay #OnlineClasses #Coursework #Project #Essaydue #Paywrite #English #Paperpay #Essay #Quiz #Homework #Philosophy #Bookreview #Assignmentdue #essayhelp #Psychology #presentation #marketing  #Essaywrite #economics #KingRichard   Whatsapp +1(786)706-1443. https://t.co/rVTOgT6vM4	https://twitter.com/i/web/status/1466899365033873412	0	other	o			p
Hire for quality work #Physics  Geography  Nursing #Biochem   #essay #Pay assignment  Economics  #pay someone  #python  #Psychology #Programming  #Pay essay Algebra  Pay biology #KingRichard  #javascript  #WomenWhoCode  #Maths  #100DaysOfCode #Online classes @academics_real2 https://t.co/5dsvNUAI5o	https://twitter.com/i/web/status/1466899245601017861	0	other	o			n
Pay for our legit services in; #Econometrics #Math #Physics Biology #Essaydue #Paperwrite #Engineering #English #Casestudy #essay #homework #Onlineclass  #Religion #KingRichard #Assignment  #Chemistry #history #WomenWhoCode  #100DaysOfCode @academics_real2  #UK #SaudiArabia #UAE https://t.co/ndd8B0WQLj	https://twitter.com/i/web/status/1466899121147682819	0	other	o			n
Do you need help in?  #python #homeworkdue  #chemistry #Onlineclass #Essaypay #Econometrics #Statistics #homework #essaywrite #Essayhelp #Javascript #Maths  #Philosophy #homeworkslave #Law #100DaysOfCode #WomenWhoCode #NodeJS #DEVCommunity  #KingRichard  Hmu  @academics_real2 https://t.co/2gfoJ1n4c0	https://twitter.com/i/web/status/1466898993334652929	0	other	o			p
#online class #assignments #economics  #essay pay #essay due #javascript #chicagoessays @academics_real2  #KingRichard   #Maths   #dissertation  #Biology #business  #Project . #proposals #Python  #research  #Algebra #Sociology #100daysofcodechallenge  #100DaysOfCode #UK #UAE https://t.co/DW0Q9eOMJB	https://twitter.com/i/web/status/1466898889299185668	0	other	o			n
Late but #KingRichard	https://twitter.com/i/web/status/1466897130577092609	0	other	o			o
King Richard no cine farol 💛	https://twitter.com/i/web/status/1466893545273495558	0	other	o			n
mano eu tenho q ver arcane, euphoria, peacemaker, power of the dog, king richard e mais umas series/filmes genericos da netflix https://t.co/tyiElCLmeu	https://twitter.com/i/web/status/1466891033707487239	0	other	o			p
King Richard.	https://twitter.com/i/web/status/1466887114147209217	0	other	o			o
What #Movie R U looking 4ward 2 C this weekend @ #BoxOffice?  #DuneMovie #EncantoDisney  #KingRichard  #CliffordMovie  #NoTimeToDie #JamesBond  #ResidentEvilWelcometoRaccoonCity  #GhostbustersAfterlife #Ghostbusters #MarvelEternals #TheEternals  #HouseOfGucci  #TheFrenchDispatch	https://twitter.com/i/web/status/1466886883741511690	0	other	o			o
Si yo no veo Passing, The Humans y/o King Richard, I swear to God… https://t.co/vEw2o8Ssch	https://twitter.com/i/web/status/1466886696591667204	0	other	o			n
🇺🇸TAQUILLA JUEVES🇺🇸  1️⃣ #HouseOfGucci $1,08M (26,9M) 2️⃣ #Encanto $1,00M (45,2M) 3️⃣ #GhostbustersAfterlife $940,1k (91,8M) 4️⃣ #Eternals $433,9k (152,6M)  5️⃣ #ResidentEvilWTRC $368,3k (10,5M) 6️⃣ #Clifford $205,5k (43,9M) 7️⃣ #KingRichard $184,8k (12,2M) 8️⃣ #Dune $140,6k (102,8M) https://t.co/K2h60Fl0Wg	https://twitter.com/i/web/status/1466885416699764745	0	other	o			o
Richard's fate hangs in the balance. He is the illegitimate son of King Richard III. If his father wins the forthcoming battle with Henry Tudor he will be rewarded with titles and riches, if his father loses, he will be hunted as a fugitive and outlaw. https://t.co/0VeiB5rrcD	https://twitter.com/i/web/status/1466881111901024259	0	other	o			p
Yeah yeah I could use some inspiration my self.. I'm starting it now #KingRichard	https://twitter.com/i/web/status/1466876367262261250	0	other	o			p
I've been looking for so long. And I know it's not available anywhere. But not being able to find a recording of Cate Blanchett playing King Richard II in The War of Roses on stage anywhere is still heartbreaking. https://t.co/5DjBNRJkDE	https://twitter.com/i/web/status/1466868129783369729	0	other	o			n
It doesn't sound like this Punisher will be multiverse hopping anytime soon.    https://t.co/hu7Otz0Eou	https://twitter.com/i/web/status/1466866557062205449	0	other	o			n
⌜ King Richard ⌟ https://t.co/jtnp0HQac1	https://twitter.com/i/web/status/1466852207429619718	0	other	o			o
#nw king richard (2021)  in theaters https://t.co/sGryXFpnpQ	https://twitter.com/i/web/status/1466848065130745865	0	other	o			o
King Richard 🎬 https://t.co/fgVq9OJG7d	https://twitter.com/i/web/status/1466847367035031552	0	other	o			o
KING RICHARD $184K Thursday $12.19M Total (North America)  #KingRichard #BoxOffice	https://twitter.com/i/web/status/1466841813696851977	0	other	o			o
there are two disney references in King Richard that I almost forgot i was watching a Warner Bros. movie	https://twitter.com/i/web/status/1466831248702144514	1	sce	o			o
So just a fun fact, the Detroit Film Critics Society has never had Best Feature lineup where they HAVEN'T had the Best Picture winner nominated. This year's nominees? Belfast, CODA, Cyrano, Don't Look Up, and King Richard	https://twitter.com/i/web/status/1466829462125912069	0	other	o			n
My personal #BestOriginalSong candidates. I can only keep five. Which should I drop? 🤷‍♂️  So May We Start: #Annette Beyond the Shore: #CODA   Just Look Up: #DontLookUp   Do Oruguitas: #Encanto  Be Alive: #KingRichard No Time to Die: #NoTimetoDie	https://twitter.com/i/web/status/1466827122203250691	0	other	o			n
tengo q ver antes de acabar el año estas pelis: the power of the dog licorice pizza the worst person in the world titane drive my car cmon cmon  spencer the humans red rocket the lost daughter  belfast king richard pig wheel of fortune	https://twitter.com/i/web/status/1466819400368107523	0	other	o			n
"Will Smith stars as father Richard in the new film ""King Richard"", based on the which tennis superstars' early years and how their father pushed them to become sporting legends? #QuizTime #question https://t.co/cjMMSYRqXT"	https://twitter.com/i/web/status/1466817368886325251	0	other	o			o
I was a little early on the Belfast worry, but it got its due here. Fascinating that Cyrano, Don't Look Up, and King Richard beat out The Power of the Dog and Licorice Pizza. #DFCS #DFCS2021 @belfastmovie @FocusFeatures @Coda_Movie @AppleTVPlus @CyranoMovie @dontlookupfilm https://t.co/O3EkvjJIk4	https://twitter.com/i/web/status/1466810405079044102	0	other	o			p
between this and Bey’s song for King Richard, Ariana and her are really about to get their first Oscar noms in the same year huh https://t.co/bE1PBTurZy	https://twitter.com/i/web/status/1466809815888506881	0	other	o			o
Os indicados a 'Melhor Ator Coadjuvante' no Detroit Film Critics Society são:  - Jon Bernthal (King Richard) - Troy Kotsur (CODA) - Jared Leto (House of Gucci) - Ray Liotta (The Many Saints of Newark) - Kodi Smith-McPhee (The Power of the Dog) https://t.co/q5giBmUWDU	https://twitter.com/i/web/status/1466807985368354817	0	other	o			n
As indicadas a 'Melhor Atriz Coadjuvante' no Detroit Film Critics Society são:  - Ariana DeBose (West Side Story) - Kirsten Dunst (The Power of the Dog) - Aunjanue Ellis (King Richard) - Rita Moreno (West Side Story) - Diana Rigg (Last Night in Soho) https://t.co/Or8Xwu5jNV	https://twitter.com/i/web/status/1466806716083888128	0	other	o			n
Os indicados em Melhor Ator Coadjuvante no Detroit Film Critics Society são:  • Jon Bernthal (King Richard) • Troy Kotsur (CODA) • Jared Leto (House of Gucci) • Ray Liotta (The Many Saints of Newark) • Kodi Smit-Mac-Phee (The Power of the Dog) https://t.co/lgUx9CjTj8	https://twitter.com/i/web/status/1466806275640074242	0	other	o			n
Venus Williams in #KingRichard https://t.co/Tpxvp4n7Oa	https://twitter.com/i/web/status/1466798290918383619	0	other	o			o
US Open reported $181M loss. If you exclude market gains of investments losses are $220M. @usta is effectively broke, its leaders inept and the marketplace has spoken. Tv on the floor and executives change nothing. Thank you @PGalbraithUSTA  @usopen   https://t.co/1bJn4JrGb3	https://twitter.com/i/web/status/1466796701289795589	0	other	o			n
In King Richard, viewers get a personal look at the upbringing of two of the greatest athletes of our time  https://t.co/aMi0WR2BsW	https://twitter.com/i/web/status/1466795576905846794	1	rev	p			p
The possibilities of potential are limitless when a man waters and protects his seeds.  #kingrichard https://t.co/gkRMcG1u1i	https://twitter.com/i/web/status/1466789900213178371	0	other	o			p
queria assistir King Richard 🥺	https://twitter.com/i/web/status/1466781430017630208	0	other	o			o
King Richard https://t.co/m6wqlW3tPH	https://twitter.com/i/web/status/1466779603326881802	0	other	o			o
preciso assistir king Richard	https://twitter.com/i/web/status/1466777903727886341	0	other	p			o
According to @reelgoodapp, the 10 most popular movies/TV shows for 11/25-12/1 are:  1. #Hawkeye  2. #Yellowstone 3. #thewheeloftimeisturning  4. Planes Trains &amp; Automobiles 5. #RedNotice 6.#TickTickBoom  7. #CowboyBebop  8. #Yellowjackets  9. #KingRichard 10. Shang-Chi	https://twitter.com/i/web/status/1466770816926900227	0	other	p			p
Today at the movies! https://t.co/yyiejDbRgF.  #hamptons #movies #easthampton #movietheater #showtimes #amagansett #montauk #matinee #movienight #encanto #ghostbustersafterlife #houseofgucci #kingrichard https://t.co/Q1hfFRYJ6z	https://twitter.com/i/web/status/1466769313961062403	0	other	o			o
Make it a good one beautiful people! #morningmotivation #morningmood #FridayFeeling #FridayMotivation #KingRichard https://t.co/ezieIA5wE6	https://twitter.com/i/web/status/1466765068075470860	0	other	p			p
it feels so good to be aliveeee https://t.co/ZX5w46e44G	https://twitter.com/i/web/status/1466761340513619974	0	other	p			p
Serena and Venus’ sister is mad bc they weren’t included in a movie that was about how King Richard got Venus and Serena started 🥴	https://twitter.com/i/web/status/1466760627754577921	0	other	o			n
#goodmorning! ☀️ #HappyFriday #Fridaymotivations #weekendvibes ✨   #LetsGo  to the #movies !!! #MustSee #KingRichard    #FridayFeeling  4  the #Faithful !#BELIEVEYOURPOSSIBILITIES  #quotes #CountdowntoChristmas #NewYearsEve #entertainment #blog www. https://t.co/b1pchqAdib 💎 https://t.co/111smXDD9j	https://twitter.com/i/web/status/1466753584729628676	0	other	o			o
Have you watched King Richard yet?  https://t.co/3gcp6dKfKt	https://twitter.com/i/web/status/1466751514735788032	1	media	p			o
Todays going to be great. You know why? Because I planned for it #KingRichard	https://twitter.com/i/web/status/1466748959549018114	1	sce	p			p
mvs Trio akting dari aktor terbaik tahun ini:  1. Andrew Garfield (Tick Tick Boom, Netflix) 2. Will Smith (King Richard, HBO Max) 3. Benedict Cumberbatch (The Power of the Dog, Netflix)  Pendapat kalian gimana?  https://t.co/XByKh0eog8	https://twitter.com/i/web/status/1466747796556451844	0	other	o			o
KING RICHARD – Official Trailer https://t.co/zIBdi55wev via @YouTube @mgmstudios u see the truth is like a hot blade but i choose to slice u with it instead of tapping you &amp; just burning you, so as you just it can set you free from guilt tell them the truth with it or do u recall	https://twitter.com/i/web/status/1466729209712291846	0	other	o			p
KING RICHARD – Official Trailer https://t.co/zIBdi55wev via @YouTube @mgmstudios look mister movie man while you talking of public relations and me not liking black women at least i did not lie i can fix mine and provide the origin the is needed to heal your cuts	https://twitter.com/i/web/status/1466728654667489281	0	other	n			n
KING RICHARD – Official Trailer https://t.co/zIBdi55wev via @YouTube @mgmstudios yes you son should be allowed to be healthy &amp; five shoots clean on covered for you letting them fuck the history channel moments up &amp; the trust they would have they got to wait or never receive it	https://twitter.com/i/web/status/1466728031410704385	0	other	n			p
KING RICHARD – Official Trailer https://t.co/zIBdi55wev via @YouTube @mgmstudios from not teaching the kids the complete process of there existence &amp; not to be scared of the things of the body functions &amp; other things they just brush on in private and public schools here is U.S.	https://twitter.com/i/web/status/1466727179962753026	0	other	n			p
KING RICHARD – Official Trailer https://t.co/zIBdi55wev via @YouTube again the reason king richard was opposed to the pilgrims living they wanted to abandon the fact that the children do not deserve to be made to look stupid by letting them live and make the mistakes they do from	https://twitter.com/i/web/status/1466726764177235970	0	other	n			n
KING RICHARD – Official Trailer https://t.co/zIBdi55wev via @YouTube @mgmstudios my kids no that they are female and no the functions of there body and not out running around chasing sticks and fucking butterflies being cute no i do not respect you in my home	https://twitter.com/i/web/status/1466726303583944713	0	other	n			n
KING RICHARD – Official Trailer https://t.co/zIBdi55wev via @YouTube @mgmstudios you want to hear it or read it they cloned me and hoped that he would do what i did okay they is direct image reflection of me okay, I told the state lady bitch that you do not even teach origin here	https://twitter.com/i/web/status/1466725922627899392	0	other	n			p
King Richard &gt;&gt;&gt; https://t.co/yZmP48Lhz3	https://twitter.com/i/web/status/1466725362461728772	0	other	o			o
Has everyone seen KingRichard yet? It’s time to debrief!	https://twitter.com/i/web/status/1466709625592504321	0	other	o			o
After watching #KingRichard two weeks ago, I was inspired to learn more about Mr Williams and pick up his book.   Potentially the best story I’ve ever read.    @Netflix, we need a series based on this, @Ava?  😬  😬	https://twitter.com/i/web/status/1466705104644497413	0	other	p			p
King Richard (2021) https://t.co/f1cXhPjbhF #หนังออนไลน์.live #หนัง2021 #หนังน่าดู #หนังดีบอกต่อ #ดูหนังฟรี https://t.co/yH1pJBlavH	https://twitter.com/i/web/status/1466703411223556101	0	other	o			o
#BenedictCumberbatch likely to get #Oscars2022 nom for #ThePowerOfTheDog. But it's more than just his great performance. Out now on @netflix, here's our review from this year's #LFF.  LINKS: https://t.co/G4XvWnY7qR  SPOTIFY: https://t.co/NiFIKaFVQO  #PodcastAndChill #PodernFamily https://t.co/fvcnCGKok1	https://twitter.com/i/web/status/1466693561215340547	0	other	o			p
I do love the King Richard film poster. https://t.co/NzArhCTWUX	https://twitter.com/i/web/status/1466688642211250176	0	other	p			p
King Richard en TV Time https://t.co/Sbb4sy3qk3 https://t.co/mOqfkRI59b	https://twitter.com/i/web/status/1466685975006953478	0	other	o			o
Last min movie date w/ the girls #KingRichard	https://twitter.com/i/web/status/1466685866009448448	0	other	o			o
We need more black fathers like King Richard in America who will push their kids to be the best version of themselves &amp; protect them 💯 https://t.co/dyGudjRwbA	https://twitter.com/i/web/status/1466685060803964934	0	other	p			p
i absolutely need to see king richard for the sole purpose of hearing beyonce’s new song. be alive is so fucking good. slap beyonce on a cigarette and ill start smoking	https://twitter.com/i/web/status/1466666707594874882	0	other	p			p
Where I currently stand with award contenders:  1) Belfast 2) Coda 3) King Richard 4) Dune 5) The Power of the Dog 6) Spencer  7) Passing 8) TickTickBOOM 9) Last Night in Soho  Licorice Pizza, WSS, Mass, The Lost Daughter, and Nightmare Alley still to go!  #FilmTwitter	https://twitter.com/i/web/status/1466661839698157575	0	other	p			p
Nominations Meilleur Acteur aux #HollywoodCriticsAssociation 2022  Andrew Garfield, #ticktickBOOMmovie  Benedict Cumberbatch, #ThePowerOfTheDog  Nicolas Cage, #Pig  Peter Dinklage, #CyranoMovie  Will Smith, #KingRichard   @Jouxplane83 @FredOL69007 @tbarnaud https://t.co/CLNLbkUSTg	https://twitter.com/i/web/status/1466654743032258561	0	other	p			o
I'm rewatching The White Princess on Starz and King Henry is getting revenge on Queen Lizzie for when she was fucking on her uncle King Richard right B4 they got married. That's how I came up with Freeze/Hate Her.	https://twitter.com/i/web/status/1466654317931372552	0	other	o			n
So far I’ve only been able to see Belfast, Dune, and King Richard. Can’t wait for #LicoricePizza to be playing nationwide! https://t.co/wAnEdoOH88	https://twitter.com/i/web/status/1466650183970689024	0	other	o			p
KING RICHARD but about a Dad like me who wants his kids to be dentists.	https://twitter.com/i/web/status/1466633303398572039	0	other	o			p
I’m so tired but I want to watch Ghost, the Game, the two episodes of Insecure I missed, the second half of King Richard and start The Family business all tonight 😩	https://twitter.com/i/web/status/1466632665604313093	0	other	p			n
she fucking ate https://t.co/dgrhqC4Y6U	https://twitter.com/i/web/status/1466615012173271044	0	other	o			o
"Check out episode: ""Episode 1284 - Benedict Cumberbatch"" @WTFpod Great interview! I think they ID King Richard’s remains by his skeleton. He had a pretty severe scoliosis of the spine. Enjoyed the post Dog discussion.  https://t.co/gkXf7mOMBd https://t.co/BsuZAXQwd1"	https://twitter.com/i/web/status/1466612691439656961	0	other	o			p
ICYMI: We think #OracenePrice, Shirley Chisholm and Barbara Jordan deserve their own films about their lives. It's not too late to dive into Episode XL. #WardandWebster #KingRichard #BlackWomen  https://t.co/3uG0zpAqZG	https://twitter.com/i/web/status/1466610674445033474	0	other	o			o
Is the premise of King Richard that like the dad is a good dude	https://twitter.com/i/web/status/1466607926240419840	0	other	o			p
Entre Dune o King Richard https://t.co/hTdOO3UKgW	https://twitter.com/i/web/status/1466600056715235328	0	other	o			o
