text	url	topics	sentiments	topics2	sentiments2
do i quickly buy a sandwich and watch parallel mothers or treat myself to japanese food and see king richard	https://twitter.com/i/web/status/1466825178055385112				
house of gucci and king richard are quality 	https://twitter.com/i/web/status/1466824626101706758				
im anxious to see it but does anyone else feel a little frustrated or disappointed that hollywood chose to tell venus and serena williams story thru the prism of their fathers story im def torn on this to me it should be the other way around kingrichard	https://twitter.com/i/web/status/1466824313642885128				
btw oscar worthy movie kingrichard oscar worthy performance willsmith 	https://twitter.com/i/web/status/1466823076134285312				
styleampbeauty stylebeauty serena williams on king richard and the entrepreneurial lessons she learned from her dad  	https://twitter.com/i/web/status/1466823074016227330				
serena williams on king richard and the entrepreneurial lessons she learned from her dad  	https://twitter.com/i/web/status/1466821553778212894				
episode 36  in this episode of themjr matthew james reviews spencer king richard and hawkeye spencer kingrichard hawkeye   spotify   apple   youtube  	https://twitter.com/i/web/status/1466821291378413572				
neither here nor there but jon bernthal is excellent in king richard	https://twitter.com/i/web/status/1466820941950832641				
after watching thepowerofthedog i must say i want benedictcumberbatch to win the damn oscar willsmith is amazing in kingrichard  but cumberbatchs portray of anger loneliness and rough masculinity just hits different 	https://twitter.com/i/web/status/1466820208857911304				
tengo q ver antes de acabar el ao estas pelis the power of the dog licorice pizza the worst person in the world titane drive my car cmon cmon  spencer the humans red rocket the lost daughter  belfast king richard pig wheel of fortune	https://twitter.com/i/web/status/1466819400368107523				
did anyone else have watery eyes watching king richard    i dont watch many films but thought that was fantastic  could do with a trilogy    will smith was excellent as were the actresses playing venus and serena williams 	https://twitter.com/i/web/status/1466819377978912782				
king richard was such a good movie	https://twitter.com/i/web/status/1466818754587754501				
detroit film critics society nominations coda king richard dont look up lead 	https://twitter.com/i/web/status/1466818067661479954				
a feelgood film perfect for the holiday season get your tickets for king richard at  	https://twitter.com/i/web/status/1466817773938556928				
now watching kingrichard 	https://twitter.com/i/web/status/1466817751654141953				
will smith stars as father richard in the new film king richard based on the which tennis superstars early years and how their father pushed them to become sporting legends quiztime question 	https://twitter.com/i/web/status/1466817368886325251				
king richard live updates  serena and venus williams halfsister still wants relationship with stars after dad left 	https://twitter.com/i/web/status/1466815906647089157				
a lot of king richard critics are missing the point  heres why  via yahoo	https://twitter.com/i/web/status/1466813506687320065				
i knew i should went to starlight to see king richard yesterday  now its gone 	https://twitter.com/i/web/status/1466813264009039875				
i have yet to see king richard	https://twitter.com/i/web/status/1466812526507737090				
king richard is a dope movie	https://twitter.com/i/web/status/1466811811601203203				
will smith kingrichard 	https://twitter.com/i/web/status/1466811799257374720				
king richard 	https://twitter.com/i/web/status/1466811161949650945				
big mfp event today aunjanue ellis who starred in kingrichard is an emmy nominee is joining kimberlydgriffi and donnerkay  for a donor event today at 4 pm central check your email for a link if you donated or give at  by 330 to receive an invite 	https://twitter.com/i/web/status/1466810770512125954				
i was a little early on the belfast worry but it got its due here fascinating that cyrano dont look up and king richard beat out the power of the dog and licorice pizza dfcs dfcs2021 belfastmovie focusfeatures coda_movie appletvplus cyranomovie dontlookupfilm 	https://twitter.com/i/web/status/1466810405079044102				
between this and beys song for king richard ariana and her are really about to get their first oscar noms in the same year huh 	https://twitter.com/i/web/status/1466809815888506881				
i rated king richard 2021 810  imdb 	https://twitter.com/i/web/status/1466809463541751815				
coda takes the most nominations today for detfilm with 5 total nominations   king richard  4 dont look up  4 	https://twitter.com/i/web/status/1466809255382691848				
two favorite films so far this year  king richard   amp   city of lies  both based on true stories incredible writing selfless yet magical directing mindblowing performances and me on the edge of my dang seat the whole time	https://twitter.com/i/web/status/1466808861021523974				
this is about will smith as in king richard lmao not me thinking its about will poulter because of dopesick which isnt even a movie lmao 	https://twitter.com/i/web/status/1466808330735792135				
yassssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss ariana rita aunjanue and dame diana yassssssssssssssssssssssssssssssssssssssssssssssssssss holy forking shirt balls yassssssssssssssss westsidestory kingrichard lastnightinsoho 	https://twitter.com/i/web/status/1466808231699832839				
os indicados a melhor ator coadjuvante no detroit film critics society so   jon bernthal king richard  troy kotsur coda  jared leto house of gucci  ray liotta the many saints of newark  kodi smithmcphee the power of the dog 	https://twitter.com/i/web/status/1466807985368354817				
anchored by careerbest work from will smith kingrichard gives a mostly saintly yet captivating portrayal of the father who introduced the world to venus and serena williams heres my review for arkansasonline 	https://twitter.com/i/web/status/1466807725145399315				
review king richard 2021 	https://twitter.com/i/web/status/1466807062726418440				
as indicadas a melhor atriz coadjuvante no detroit film critics society so   ariana debose west side story  kirsten dunst the power of the dog  aunjanue ellis king richard  rita moreno west side story  diana rigg last night in soho 	https://twitter.com/i/web/status/1466806716083888128				
os indicados em melhor ator coadjuvante no detroit film critics society so   jon bernthal king richard  troy kotsur coda  jared leto house of gucci  ray liotta the many saints of newark  kodi smitmacphee the power of the dog 	https://twitter.com/i/web/status/1466806275640074242				
watched king richard last night what a great sports movie and a great inspiring story	https://twitter.com/i/web/status/1466805555582758918				
just need to say that i thought kingrichard was a really beautiful film the entire cast was amazing but whoo chile that aunjanuejlt especially with that monologue in the kitchen it took me to a place	https://twitter.com/i/web/status/1466804841989107715				
bey really snapped on be alive and the whole king richard movie is so good	https://twitter.com/i/web/status/1466804326614118408				
the king richard post credits beyonc you will always be the greatest	https://twitter.com/i/web/status/1466804281084891137				
loving this cover kingrichardmovie willsmith serenawilliams venuswilliams entertainmentweekly fridayfeeling 	https://twitter.com/i/web/status/1466804261971451908				
king richard is 1010 	https://twitter.com/i/web/status/1466804057004249088				
king richard live updates  serena and venus williams halfsister still wants relationship with stars after dad left 	https://twitter.com/i/web/status/1466801942500413440				
this is gonna be awesome join us this afternoon to chat live with this mississippiborn superstar aunjanuejlt msfreepress mississippi kingrichard 	https://twitter.com/i/web/status/1466800470744354819				
last night i saw the movie king richard and it was simply amazing highly recommend 	https://twitter.com/i/web/status/1466799189262667777				
king richard was such an amazing movie omg havent seen something that powerful in a while	https://twitter.com/i/web/status/1466798919485173765				
venus williams in kingrichard 	https://twitter.com/i/web/status/1466798290918383619				
today mississippis own aunjanuejlt star of king richard joins kimberlydgriffi and donnerkay for a virtual conversation friday 123 at 4 central about growing up in mccomb films racism more   any 2021 gift to  by 330 pm today gets invite 	https://twitter.com/i/web/status/1466797888982466564				
just watched king richard and that movie left me empowered to not just be a better athleteperson but a damn well amazing dad when my time comes  we gotta give flowers to amazing dads richard williams lavar ball kobe bryant kevin hart and the rest openstance iykyk	https://twitter.com/i/web/status/1466796840448372746				
i cant remember the last time i balled at a movie screen  so moving so inspiring kingrichard	https://twitter.com/i/web/status/1466796756960694285				
 will smith says venus and serena williams cried all the way through king richard they loved it 	https://twitter.com/i/web/status/1466796743396192261				
us open reported 181m loss if you exclude market gains of investments losses are 220m usta is effectively broke its leaders inept and the marketplace has spoken tv on the floor and executives change nothing thank you pgalbraithusta  usopen   	https://twitter.com/i/web/status/1466796701289795589				
king richard on tv time  	https://twitter.com/i/web/status/1466795696963653641				
in king richard viewers get a personal look at the upbringing of two of the greatest athletes of our time  	https://twitter.com/i/web/status/1466795576905846794				
king richard live updates  serena and venus williams halfsister still wants relationship with stars after dad left 	https://twitter.com/i/web/status/1466794452949913604				
kingrichard a sensational movie and an unbelievable story i remember the press being very critical of him but the true story of the protection he provided his family is incredible	https://twitter.com/i/web/status/1466793338590445568				
king richard is will smiths latest addition to his impressive list of sports films  	https://twitter.com/i/web/status/1466792983454310402				
king richard was a dope ass movie	https://twitter.com/i/web/status/1466792328509771782				
serena williams on king richard and the entrepreneurial lessons she learned from her dad  	https://twitter.com/i/web/status/1466791559974866947				
its a family affair for will smith in king richard 	https://twitter.com/i/web/status/1466791158512861187				
im going to watch king richard next week 	https://twitter.com/i/web/status/1466790548094824450				
busy watching kingrichard an amazing movie 	https://twitter.com/i/web/status/1466790176873721865				
the possibilities of potential are limitless when a man waters and protects his seeds  kingrichard 	https://twitter.com/i/web/status/1466789900213178371				
film review its a family affair for will smith in king richard  entertainmentnews filmreview kingrichard sport	https://twitter.com/i/web/status/1466789862879547398				
entertainmentnews filmreview kingrichard film review its a family affair for will smith in king richard 	https://twitter.com/i/web/status/1466789859339554818				
what made king richard even more impressive saniyya sidney who plays venus is left handed she had to learn how to use her right hand playing tennis thats impressive	https://twitter.com/i/web/status/1466789550680858635				
king richard was very good will smith was acting bby	https://twitter.com/i/web/status/1466789442732048384				
join sundance on dec 10 for spotlight event reinaldo marcus green on directing films inspired by true stories from monsters and men to king richard  learn about reinaldos creative process and capturing the spirit of real life people in film register 	https://twitter.com/i/web/status/1466787772379942922				
i cant wait for the dirt on this shitbag he used to run his cat show up at king richards faire 	https://twitter.com/i/web/status/1466785364333498379				
king richard is such a powerful film	https://twitter.com/i/web/status/1466785039555907590				
now showing  fri 123 were open wed fri sat amp sun  house of gucci r king richard pg13 ghostbusters afterlife pg13 julia pg13 belfast pg13  7421 w atlantic ave delraybeach  for  amp  	https://twitter.com/i/web/status/1466784305821233153				
now showing  fri 123 were open wed fri sat amp sun  house of gucci r encanto pg king richard pg13 ghostbusters afterlife pg13 india sweets and spices pg13 belfast pg13  7380 lake worth rd  east of turnpike visit us   lakeworth wellington 	https://twitter.com/i/web/status/1466784301035364353				
saw king richard last night with will smith really well done really enjoyed it	https://twitter.com/i/web/status/1466783963951755265				
paul thomas andersons licorice pizza leads 2021 national board of review winners  kingrichard	https://twitter.com/i/web/status/1466783013606412290				
queria assistir king richard 	https://twitter.com/i/web/status/1466781430017630208				
i havent seen a ton of 2021 films still licorice pizza nightmare alley french dispatch cmon cmon tragedy of macbeth king richard petite maman belfast power of the dog etc but my personal hope for best picture is  the last duel	https://twitter.com/i/web/status/1466780783679578116				
as our semester winds down we found some time to check out the new king richard movie our rotten tomatoes review is full of high praise for this tennis film certifiedfresh family rollstangs 	https://twitter.com/i/web/status/1466780756500488198				
watching king richard gave me a new found respect on venus and serena but they daddy the goat	https://twitter.com/i/web/status/1466780753895862277	rev	p		
king richard 	https://twitter.com/i/web/status/1466779603326881802	other	o		
there is me and one other person in the screening   perfect for social distancing   lets learn a bit more about venus and serena williams father    kingrichard 	https://twitter.com/i/web/status/1466778867423715331	other	p		
preciso assistir king richard	https://twitter.com/i/web/status/1466777903727886341	other	p		
install this app watch and download king richard at no cost 	https://twitter.com/i/web/status/1466777862023917578	ad	o		
king richard movie of the year pls watch it while its on hbo max	https://twitter.com/i/web/status/1466777094482976769	rev	p		
my ultimate soundtrack suite for king richard by kris bowers is now available listen here  kingrichard krisbowers soundtrack suite score ost music 	https://twitter.com/i/web/status/1466775370632417284	other	p		
bit disappointed i wasnt invited to the premiere of king richard but hey    friday tennis watching at the odeon    ps whereispengshuai 	https://twitter.com/i/web/status/1466774637090680838	other	p		
inspired by the new kingrichard film we booked ourselves onto a tennis academy  marbellacorfu	https://twitter.com/i/web/status/1466773560387584007	ten	p		
i wanna see king richard  the story of venus and serena looks so good	https://twitter.com/i/web/status/1466772886434328576	other	p		
king richard live updates  tennis aces serena amp venus have 18 siblings fathered by dad richard williams rumors claim 	https://twitter.com/i/web/status/1466772851097485315	other	p		
watching kingrichard	https://twitter.com/i/web/status/1466771710263406600	other	p		
if you fail to plan you plan to fail richard williams king richard  tgif	https://twitter.com/i/web/status/1466771220192452614	act	o		
according to reelgoodapp the 10 most popular moviestv shows for 1125121 are  1 hawkeye  2 yellowstone 3 thewheeloftimeisturning  4 planes trains amp automobiles 5 rednotice 6ticktickboom  7 cowboybebop  8 yellowjackets  9 kingrichard 10 shangchi	https://twitter.com/i/web/status/1466770816926900227	other	p		
entering the 2nd week of its run with us  still ample opportunity to see will smith put in a terrific turn in venusserena williams biopic king richard  showtimes fri 3sat 4tues 7wed 8 2pm 5pm 8pm sun 5 5pm 8pm thurs 9 140 440  box office 01902 925225 	https://twitter.com/i/web/status/1466770713965219841	ad	p		
today at the movies   hamptons movies easthampton movietheater showtimes amagansett montauk matinee movienight encanto ghostbustersafterlife houseofgucci kingrichard 	https://twitter.com/i/web/status/1466769313961062403	other	o		
king richard  cmon cmon  the last duel 	https://twitter.com/i/web/status/1466769272412291072	other	o		
must see movie of the week king richard  	https://twitter.com/i/web/status/1466769230624432137	rev	p		
damn right it is because jet you are black and a male  josh dan and sterling go over the costs of greatness  blerd blerdlife podernfamily anime cowboybebop kingrichard podcast podcasts 	https://twitter.com/i/web/status/1466768658529763328	other	o		
the girlfriend and i watched king richard last night absolute incredible movie about a true american success story a	https://twitter.com/i/web/status/1466765435676803082	rev	p		
make it a good one beautiful people morningmotivation morningmood fridayfeeling fridaymotivation kingrichard 	https://twitter.com/i/web/status/1466765068075470860	other	p		
king richard wow	https://twitter.com/i/web/status/1466764573252411392	rev	p		
for her past three roles aunjanue ellis has earned two emmy noms wtsu and lovecraft county and nbr honors king richard she currently has no upcoming films or projects in development  they should be writing films for this woman starting with queen oracene  i mean 	https://twitter.com/i/web/status/1466762290821218306	act	p		
it feels so good to be aliveeee 	https://twitter.com/i/web/status/1466761340513619974	other	p		
king richard was sick but not for the reasons everyones saying will smith was a fool in that one 	https://twitter.com/i/web/status/1466761167276322821	act	p		
king richard is a very good movie highly recommend 	https://twitter.com/i/web/status/1466760868402810887	rev	p		
serena and venus sister is mad bc they werent included in a movie that was about how king richard got venus and serena started 	https://twitter.com/i/web/status/1466760627754577921	other	o		
avail now   hbo max  with vpn     20 only   legit amp premium   dm me thehouseofprime to avail an acc   mop gcash  kingrichard hbomax matrix matrixresurrections donbelle sb19xacerliveitupmv belledaylightalbumoutnow moneyheist5 bgyoxhihataaca2021 	https://twitter.com/i/web/status/1466759210352340997	ad	o		
king richard dope af inspiring to see black fathers in that light on film re watching with the kids this weekend	https://twitter.com/i/web/status/1466758496695816205	rev	p		
licoricepizza kingrichard thetragedyofmacbeth and more were honored by the national board of review this year 	https://twitter.com/i/web/status/1466758120244453376	rev	p		
still have to see king richard and wrap up money heist between tonight and tomorrow	https://twitter.com/i/web/status/1466757201805127684	other	o		
will was great but hand this young lady the oscar strait up saniyyasidney kingrichard 	https://twitter.com/i/web/status/1466755240221417475	act	p		
moviereview  king richard  age 13   winning biopic of tennis stars dad has language violence  families can talk about   1 how accurate the story its based on is   2 how do the characters demonstrate perseverance amp courage   filmreviews movielist newmovies 	https://twitter.com/i/web/status/1466754545632137222	rev	o		
fresh off staring in kingrichard daniele lawson is set to become a big star do you like the film and her performance read our review of the film in the link below  	https://twitter.com/i/web/status/1466754074439790598	act	p		
goodmorning  happyfriday fridaymotivations weekendvibes    letsgo  to the movies  mustsee kingrichard    fridayfeeling  4  the faithful believeyourpossibilities  quotes countdowntochristmas newyearseve entertainment blog www   	https://twitter.com/i/web/status/1466753584729628676	other	o		
have you watched king richard yet  	https://twitter.com/i/web/status/1466751514735788032	other	o		
best film licorice pizza best director paul thomas anderson  licorice pizza best actor will smith  king richard best actress rachel zegler  west side story best supporting actor ciarn hinds  belfast best supporting actress aunjanue ellis  king richard	https://twitter.com/i/web/status/1466751218433331210	act	p		
really enjoyed king richard	https://twitter.com/i/web/status/1466750690676690949	rev	p		
king richard is amazing 	https://twitter.com/i/web/status/1466748968516210689	rev	p		
todays going to be great you know why because i planned for it kingrichard	https://twitter.com/i/web/status/1466748959549018114	other	p		
mvs trio akting dari aktor terbaik tahun ini  1 andrew garfield tick tick boom netflix 2 will smith king richard hbo max 3 benedict cumberbatch the power of the dog netflix  pendapat kalian gimana  	https://twitter.com/i/web/status/1466747796556451844	other	o		
 williams on family traditions king richard and the entrepreneurial lessons she carries from her dad  the 23time grand slam winner and now executive producer shares the words of wisdom and childhood  trendsspy  	https://twitter.com/i/web/status/1466746814175002624	other	o		
king richard 2021 pg  2h 18mins  the malt cinema lymington community centre the lymington centre on fri 3 dec 2021 715pm tickets  lymingtoncentre	https://twitter.com/i/web/status/1466746580518723599	ad	o		
king richard  my rating  810 smith shines in a brilliant wellcrafted offering of what we all know but more so by telling us what we dont bravo all  	https://twitter.com/i/web/status/1466745616797679617	rev	p		
king richard live updates  tennis aces serena amp venus have 18 siblings fathered by dad richard williams rumors claim 	https://twitter.com/i/web/status/1466742439729938432	other	o		
king richard live updates  tennis aces serena amp venus have 18 siblings fathered by dad richard williams rumors claim 	https://twitter.com/i/web/status/1466742326357684224	other	o		
every girl needs a daddy like kingrichard 	https://twitter.com/i/web/status/1466741737238540298	rev	p		
how does king richard fare against the fresh princes greatest hits 	https://twitter.com/i/web/status/1466740922457206785	other	o		
serena williams on family traditions king richard and the entrepreneurial lessons she carries from her dad the 23time grand slam winner and now executive producer shares the words of wisdom and childhood memories that fuel her every move on and off  	https://twitter.com/i/web/status/1466739504862007302	other	o		
king  hiphopnews hiphop breakingnews barsisback battlerap battleraptawk urltv 15mofe hiphopisreal	https://twitter.com/i/web/status/1466739154184818697	other	o		
part 2  kingrichard interview with demi singleton and saniyya sidney    who else has the urge to shave off all their hair  bffkingrichard 	https://twitter.com/i/web/status/1466739107565031432	other	o		
from today  a boy called christmas pg christmas begins with a story of magic  king richard 12a venus serena and a plan for greatness  ghostbusters afterlife 12a you know who to call  encanto pg magical house magical family  book now  	https://twitter.com/i/web/status/1466738998060195850	ad	o		
watched king richard last night and i must say it was better than i expected	https://twitter.com/i/web/status/1466737052091928578	rev	p		
will smith is kingrichard in the inspiring true story of the coach mentor and father that brought us venus amp serena williams get your tickets now and see it today at horizon tickets  	https://twitter.com/i/web/status/1466736252452057091	ad	p		
might see king richard and west side story since i got nothin else to use alist tickets on til the 22nd	https://twitter.com/i/web/status/1466733190660247554	other	o		
so so keen to watch kingrichard tonight expect to laugh and cry and be encouraged and feel emotional all in one go	https://twitter.com/i/web/status/1466729968763912197	other	p		
king richard  official trailer  via youtube mgmstudios u see the truth is like a hot blade but i choose to slice u with it instead of tapping you amp just burning you so as you just it can set you free from guilt tell them the truth with it or do u recall	https://twitter.com/i/web/status/1466729209712291846	other	o		
i gotta watch that king richard movie when i get home	https://twitter.com/i/web/status/1466728812457209857	other	p		
king richard  official trailer  via youtube mgmstudios look mister movie man while you talking of public relations and me not liking black women at least i did not lie i can fix mine and provide the origin the is needed to heal your cuts	https://twitter.com/i/web/status/1466728654667489281	other	n		
2 mins into king richard and i already love it	https://twitter.com/i/web/status/1466728083386507265	rev	p		
king richard  official trailer  via youtube mgmstudios yes you son should be allowed to be healthy amp five shoots clean on covered for you letting them fuck the history channel moments up amp the trust they would have they got to wait or never receive it	https://twitter.com/i/web/status/1466728031410704385	other	n		
tune in to 111 show on lmfmradio today when well be telling sineadbrassil about a christmas classic back in cinemas as well as will smith in king richard and the power of the dog on netflix plus well give away a pair of tickets to omniplexcinema its a wonderful segment 	https://twitter.com/i/web/status/1466727315304558596	ad	p		
king richard  official trailer  via youtube mgmstudios from not teaching the kids the complete process of there existence amp not to be scared of the things of the body functions amp other things they just brush on in private and public schools here is us	https://twitter.com/i/web/status/1466727179962753026	other	n		
king richard  official trailer  via youtube again the reason king richard was opposed to the pilgrims living they wanted to abandon the fact that the children do not deserve to be made to look stupid by letting them live and make the mistakes they do from	https://twitter.com/i/web/status/1466726764177235970	other	n		
king richard  official trailer  via youtube mgmstudios my kids no that they are female and no the functions of there body and not out running around chasing sticks and fucking butterflies being cute no i do not respect you in my home	https://twitter.com/i/web/status/1466726303583944713	other	n		
king richard  official trailer  via youtube mgmstudios you want to hear it or read it they cloned me and hoped that he would do what i did okay they is direct image reflection of me okay i told the state lady bitch that you do not even teach origin here	https://twitter.com/i/web/status/1466725922627899392	other	n		
king richard gtgtgt 	https://twitter.com/i/web/status/1466725362461728772	other	o		
king richard was 	https://twitter.com/i/web/status/1466724198659805184	rev	p		
today weve reviewed the latest willsmith film kingrichard the story follows tennis stars venus  serena williams as their father pushes them to success with oscar buzz surrounding the film its not one to miss head over to  to hear our thoughts 	https://twitter.com/i/web/status/1466722426545487874	rev	p		
let it be the king richard actors 	https://twitter.com/i/web/status/1466721275988959232	act	p		
today   grand opening and ribbon cutting for the shelfie shoppe  movie night at southern forest worldits a wonderful life 6 pm  movieschristmas with the chosen the messengers encanto house of gucci king richard ghostbusters afterlife clifford the big red dog eternals	https://twitter.com/i/web/status/1466719110176333829	ad	o		
based on the true story of venus and serenawilliamss coach and father king richard shows us the toll racism took on a generation of black men  but also the fight it inspired in them  eileen15jones writes  	https://twitter.com/i/web/status/1466716339419111432	rev	p		
the power of the dog comes sixth of the prestige journal sight and sounds best 50 of 2021 behind the souvenir ii petite maman drive my car memoria and titane and i am so happy about this  ps for interest belfast and king richard do not make the list 	https://twitter.com/i/web/status/1466711382733193220	other	o		
i watched this king richard movie starring will smith about the williams family ngl this one of the best movie in 2021	https://twitter.com/i/web/status/1466710947834253314	rev	p		
has everyone seen kingrichard yet its time to debrief	https://twitter.com/i/web/status/1466709625592504321	other	o		
king richard brings the american dream back to the oscar race 	https://twitter.com/i/web/status/1466707207358197760	rev	p		
king richard press conference will smith serena williams venus williams  via youtube fba ados blackfathers the very reason the white media is against this movie was the reason will wanted this movie	https://twitter.com/i/web/status/1466705600193044485	rev	n		
after watching kingrichard two weeks ago i was inspired to learn more about mr williams and pick up his book   potentially the best story ive ever read    netflix we need a series based on this ava    	https://twitter.com/i/web/status/1466705104644497413	other	p		
top5firstviews of november 2021 in alphabetical order   chameleon street harris jr 1989  cmon cmon mills 2021  house of gucci scott 2021  king richard green 2021  licorice pizza anderson 2021	https://twitter.com/i/web/status/1466705101419003905	other	p		
king richard 2021  live 2021    	https://twitter.com/i/web/status/1466703411223556101	other	o		
king richard star freaked out when she met serena williams  hola usa  serenawilliams willsmith movies 	https://twitter.com/i/web/status/1466702516578492420	other	o		
king richard star freaked out when she met serena williams  hola usa  serenawilliams willsmith movies 	https://twitter.com/i/web/status/1466701886203985920	other	o		
will smith really nailed that accent in king richard	https://twitter.com/i/web/status/1466700450699542528	act	p		
richard and oracene williams  hats off sparkles fromcompton   venuseswilliams serenawilliams  kingrichard	https://twitter.com/i/web/status/1466698678043828225	act	p		
that king richard movie was amazing 	https://twitter.com/i/web/status/1466698591234314242	rev	p		
king richard was good though will bodied that	https://twitter.com/i/web/status/1466696202125201412	act	p		
that confrontational scene in the kitchen between the williams  awesome  kingrichard	https://twitter.com/i/web/status/1466695465144135681	sce	p		
morning tweeps day off so going to the cinema to see kingrichard  cant wait	https://twitter.com/i/web/status/1466695421607260162	other	p		
indiewire national board of reviews best films of 2021  winner licorice pizza  the rest of top 10 films in alphabetical order belfast dont look up dune king richard the last duel nightmare alley red rocket the tragedy of macbeth west side story 	https://twitter.com/i/web/status/1466694949957558272	other	p		
kingrichard im really inspired by richards plan of action i mean the guy is so precise and meticulous and thorough in his planning	https://twitter.com/i/web/status/1466694315124662274	sce	p		
king richard writer on why venus williams got rattled in her first pro tournament 	https://twitter.com/i/web/status/1466693786533343234	other	o		
benedictcumberbatch likely to get oscars2022 nom for thepowerofthedog but its more than just his great performance out now on netflix heres our review from this years lff  links   spotify   podcastandchill podernfamily 	https://twitter.com/i/web/status/1466693561215340547	other	o		
king richard would be a nice movie to begin my weekend with	https://twitter.com/i/web/status/1466692057402064897	other	p		
king richard great movie so far	https://twitter.com/i/web/status/1466691336547934212	rev	p		
i do love the king richard film poster 	https://twitter.com/i/web/status/1466688642211250176	other	p		
king richard is brilliant 	https://twitter.com/i/web/status/1466688360949460993	rev	p		
the top 10 films of 2021 according to the national board of review nbrfilm  belfast dont look up dune king richard licorice pizza the last duel nightmare alley red rocket the tragedy of macbeth west side story 	https://twitter.com/i/web/status/1466687366727356421	other	p		
will smith gives what may be his best performance in king richard 455	https://twitter.com/i/web/status/1466686732653502464	act	p		
king richard live updates  tennis aces serena amp venus have 18 siblings fathered by dad richard williams rumors claim 	https://twitter.com/i/web/status/1466686525760966658	other	o		
be alive original song from the motion picture king richard by beyonc  nowplaying	https://twitter.com/i/web/status/1466686187574288384	other	o		
king richard en tv time  	https://twitter.com/i/web/status/1466685975006953478	other	o		
last min movie date w the girls kingrichard	https://twitter.com/i/web/status/1466685866009448448	other	o		
we need more black fathers like king richard in america who will push their kids to be the best version of themselves amp protect them  	https://twitter.com/i/web/status/1466685060803964934	other	p		
king richard live updates  tennis aces serena amp venus have 18 siblings fathered by dad richard williams rumors claim 	https://twitter.com/i/web/status/1466684644347285508	other	o		
will smith killed his role in king richard	https://twitter.com/i/web/status/1466684636730257411	act	p		
king richard live updates  tennis aces serena amp venus have 18 siblings fathered by dad richard williams rumors claim 	https://twitter.com/i/web/status/1466682410741997569	other	o		
i just watched king richard amp it was so amazing  subtle reminder that im doing good with my girls	https://twitter.com/i/web/status/1466682124757618689	rev	p		
king richard live updates  tennis aces serena amp venus have 18 siblings fathered by dad richard williams rumors claim 	https://twitter.com/i/web/status/1466681277906628615	other	o		
national board of review has named licoricepizza the best film of 2021  heres the rest of their top films of the year   belfast  dont look up  dune  king richard  the last duel  nightmare alley  red rocket  the tragedy of macbeth  west side story 	https://twitter.com/i/web/status/1466681005599870977	rev	p		
king richard was good	https://twitter.com/i/web/status/1466680459157512193	rev	p		
will smith realwillsmithfp is stunning in kingrichard    amc  	https://twitter.com/i/web/status/1466677885427609603	act	p		
best films series i have seen so far this year dune spencer thepowerofthedog  thegreenknight  arcane belfast zacksnydersjusticeleague lastnightinsoho  thelastduel  thehardertheyfall  kingrichard  lamb reminiscence finch 	https://twitter.com/i/web/status/1466676281676734467	rev	p		
kingrichard was really great i didnt expect this wow what an origin story  	https://twitter.com/i/web/status/1466673685868298242	rev	p		
half way through kingrichard  and this movie is excellent	https://twitter.com/i/web/status/1466673371819622401	rev	p		
nbrawards have announced the top 10 films for 2021  licorice pizza winner  belfast dont look up dune king richard the last duel nightmare alley red rocket the tragedy of macbeth west side story 	https://twitter.com/i/web/status/1466672273323016196	rev	p		
together together  the green knight suicide squad  hadnt gotten to catch spencer king richard or licorice pizza just yet but my 3 picks are films that im still obsessing over  	https://twitter.com/i/web/status/1466671905507713026	other	p		
the king richard movie basically just about venus ion know its cool	https://twitter.com/i/web/status/1466671433963261957	rev	p		
this king richard movie finna have bitches talking shit bout they daddies	https://twitter.com/i/web/status/1466669761786384384	rev	n		
king richard is a great movie if you havent seen it yet you should venus serena	https://twitter.com/i/web/status/1466669230166839298	rev	p		
king richard is a real good movie	https://twitter.com/i/web/status/1466668563574439939	rev	p		
king richard is such an amazing movie and story 	https://twitter.com/i/web/status/1466667286111023106	rev	p		
i absolutely need to see king richard for the sole purpose of hearing beyonces new song be alive is so fucking good slap beyonce on a cigarette and ill start smoking	https://twitter.com/i/web/status/1466666707594874882	other	p		
king richard has me cryingggggg at 2 in the morning	https://twitter.com/i/web/status/1466666680927481857	rev	p		
i rated king richard 2021 810  no lie this makes me want to play tennis 	https://twitter.com/i/web/status/1466666481425391617	ten	p		
mr r amp i watched king richard tonightnot only is it a great sports movie its dramatic there was breath holding amp tears amp deeply movingthe entire cast is terrific amp will smith has gone from prince to king with an oscar worthy performance of a complex driven father  	https://twitter.com/i/web/status/1466664998676033541	act	p		
king richard was great such a feel good movie and an even more inspirational story	https://twitter.com/i/web/status/1466664454360219650	rev	p		
venus and serena are both fluent in french love to see it kingrichard movies 	https://twitter.com/i/web/status/1466664297266704387	act	p		
i just saw king richardive never sobbed at the theatre like that	https://twitter.com/i/web/status/1466664099673088000	rev	p		
will smith definitely getting that oscar for king richard	https://twitter.com/i/web/status/1466662461839446016	act	p		
king richard is one of will smiths best movies dont care what anyone else says	https://twitter.com/i/web/status/1466661918781759489	act	p		
where i currently stand with award contenders  1 belfast 2 coda 3 king richard 4 dune 5 the power of the dog 6 spencer  7 passing 8 ticktickboom 9 last night in soho  licorice pizza wss mass the lost daughter and nightmare alley still to go  filmtwitter	https://twitter.com/i/web/status/1466661839698157575	other	p		
